case,patch_index,patch_kind,target_prompt,action,real_change_rate,predicted_change_rate,change_direction_cosine,relative_target_nmse
CYST_PA62.nii.gz,1,context,human liver,wrong_left_kidney,0.17025808990001678,0.08090494573116302,0.7080034017562866,0.016028376296162605
CYST_PA62.nii.gz,1,context,human liver,wrong_right_kidney,0.17025808990001678,0.09058312326669693,0.30231454968452454,0.027868300676345825
CYST_PA62.nii.gz,1,context,hepatic organ,source_identity,0.2051301896572113,0.0,,0.04207629710435867
CYST_PA62.nii.gz,1,context,hepatic organ,correct_action,0.2051301896572113,0.211142897605896,0.976287841796875,0.0020900897216051817
CYST_PA62.nii.gz,1,context,hepatic organ,wrong_spleen,0.2051301896572113,0.08349528163671494,0.035453565418720245,0.047833021730184555
CYST_PA62.nii.gz,1,context,hepatic organ,wrong_left_kidney,0.2051301896572113,0.08090494573116302,0.3736667037010193,0.03621941804885864
CYST_PA62.nii.gz,1,context,hepatic organ,wrong_right_kidney,0.2051301896572113,0.09058312326669693,0.6075775623321533,0.027703117579221725
CYST_PA62.nii.gz,2,foreground,the liver,source_identity,0.10779740661382675,0.0,,0.01162030640989542
CYST_PA62.nii.gz,2,foreground,the liver,correct_action,0.10779740661382675,0.10575864464044571,0.9423825144767761,0.001317895483225584
CYST_PA62.nii.gz,2,foreground,the liver,wrong_spleen,0.10779740661382675,0.10163626819849014,0.8131840825080872,0.004131525754928589
CYST_PA62.nii.gz,2,foreground,the liver,wrong_left_kidney,0.10779740661382675,0.13099363446235657,0.42678287625312805,0.01672663912177086
CYST_PA62.nii.gz,2,foreground,the liver,wrong_right_kidney,0.10779740661382675,0.18588343262672424,0.31699055433273315,0.03346944972872734
CYST_PA62.nii.gz,2,foreground,human liver,source_identity,0.21401533484458923,0.0,,0.04579932242631912
CYST_PA62.nii.gz,2,foreground,human liver,correct_action,0.21401533484458923,0.21835125982761383,0.9572740793228149,0.004011727869510651
CYST_PA62.nii.gz,2,foreground,human liver,wrong_spleen,0.21401533484458923,0.10163626819849014,0.38206425309181213,0.03950858861207962
CYST_PA62.nii.gz,2,foreground,human liver,wrong_left_kidney,0.21401533484458923,0.13099363446235657,0.7831619381904602,0.01904921978712082
CYST_PA62.nii.gz,2,foreground,human liver,wrong_right_kidney,0.21401533484458923,0.18588343262672424,0.5302412509918213,0.038164496421813965
CYST_PA62.nii.gz,2,foreground,hepatic organ,source_identity,0.30800461769104004,0.0,,0.0948546826839447
CYST_PA62.nii.gz,2,foreground,hepatic organ,correct_action,0.30800461769104004,0.2848556339740753,0.9464250206947327,0.009935637004673481
CYST_PA62.nii.gz,2,foreground,hepatic organ,wrong_spleen,0.30800461769104004,0.10163626819849014,0.4249856173992157,0.07857882976531982
CYST_PA62.nii.gz,2,foreground,hepatic organ,wrong_left_kidney,0.30800461769104004,0.13099363446235657,0.6718929409980774,0.057801514863967896
CYST_PA62.nii.gz,2,foreground,hepatic organ,wrong_right_kidney,0.30800461769104004,0.18588343262672424,0.846037745475769,0.0325390063226223
CYST_PA62.nii.gz,3,context_fill,the liver,source_identity,0.04080471768975258,0.0,,0.0016650131437927485
CYST_PA62.nii.gz,3,context_fill,the liver,correct_action,0.04080471768975258,0.04008268564939499,0.8828374147415161,0.0003837720723822713
CYST_PA62.nii.gz,3,context_fill,the liver,wrong_spleen,0.04080471768975258,0.03736939653754234,0.7094214558601379,0.0008979710401035845
CYST_PA62.nii.gz,3,context_fill,the liver,wrong_left_kidney,0.04080471768975258,0.04516037926077843,0.366171658039093,0.002354937605559826
CYST_PA62.nii.gz,3,context_fill,the liver,wrong_right_kidney,0.04080471768975258,0.054103147238492966,0.19717203080654144,0.003721569897606969
CYST_PA62.nii.gz,3,context_fill,human liver,source_identity,0.07479525357484818,0.0,,0.005594331305474043
CYST_PA62.nii.gz,3,context_fill,human liver,correct_action,0.07479525357484818,0.07852689921855927,0.9523302316665649,0.0005738965701311827
CYST_PA62.nii.gz,3,context_fill,human liver,wrong_spleen,0.07479525357484818,0.03736939653754234,0.5148233771324158,0.004112884867936373
CYST_PA62.nii.gz,3,context_fill,human liver,wrong_left_kidney,0.07479525357484818,0.04516037926077843,0.75227290391922,0.002551763318479061
CYST_PA62.nii.gz,3,context_fill,human liver,wrong_right_kidney,0.07479525357484818,0.054103147238492966,0.42129674553871155,0.0051117935217916965
CYST_PA62.nii.gz,3,context_fill,hepatic organ,source_identity,0.09417756646871567,0.0,,0.008869407698512077
CYST_PA62.nii.gz,3,context_fill,hepatic organ,correct_action,0.09417756646871567,0.09735090285539627,0.9734922647476196,0.0004961302038282156
CYST_PA62.nii.gz,3,context_fill,hepatic organ,wrong_spleen,0.09417756646871567,0.03736939653754234,0.3778955638408661,0.007605979684740305
CYST_PA62.nii.gz,3,context_fill,hepatic organ,wrong_left_kidney,0.09417756646871567,0.04516037926077843,0.6438682079315186,0.005432005040347576
CYST_PA62.nii.gz,3,context_fill,hepatic organ,wrong_right_kidney,0.09417756646871567,0.054103147238492966,0.8700006604194641,0.00293072871863842
HEM_PA29.nii.gz,0,context,the liver,source_identity,0.0409369058907032,0.0,,0.0016758153215050697
HEM_PA29.nii.gz,0,context,the liver,correct_action,0.0409369058907032,0.03858591988682747,0.8463096618652344,0.0004910575225949287
HEM_PA29.nii.gz,0,context,the liver,wrong_spleen,0.0409369058907032,0.03642967343330383,0.6539704203605652,0.0010523861274123192
HEM_PA29.nii.gz,0,context,the liver,wrong_left_kidney,0.0409369058907032,0.043495893478393555,0.31974586844444275,0.002429030602797866
HEM_PA29.nii.gz,0,context,the liver,wrong_right_kidney,0.0409369058907032,0.052995715290308,0.13639773428440094,0.003892516950145364
HEM_PA29.nii.gz,0,context,human liver,source_identity,0.07027797400951385,0.0,,0.004938962869346142
HEM_PA29.nii.gz,0,context,human liver,correct_action,0.07027797400951385,0.07705061882734299,0.9651280641555786,0.0004235261003486812
HEM_PA29.nii.gz,0,context,human liver,wrong_spleen,0.07027797400951385,0.03642967343330383,0.47784996032714844,0.003819304285570979
HEM_PA29.nii.gz,0,context,human liver,wrong_left_kidney,0.07027797400951385,0.043495893478393555,0.7051140069961548,0.002520080655813217
HEM_PA29.nii.gz,0,context,human liver,wrong_right_kidney,0.07027797400951385,0.052995715290308,0.3525404632091522,0.005121481604874134
HEM_PA29.nii.gz,0,context,hepatic organ,source_identity,0.09139527380466461,0.0,,0.008353136479854584
HEM_PA29.nii.gz,0,context,hepatic organ,correct_action,0.09139527380466461,0.09695497155189514,0.9785820245742798,0.0004104915715288371
HEM_PA29.nii.gz,0,context,hepatic organ,wrong_spleen,0.09139527380466461,0.03642967343330383,0.3630352020263672,0.007262800354510546
HEM_PA29.nii.gz,0,context,hepatic organ,wrong_left_kidney,0.09139527380466461,0.043495893478393555,0.6135721802711487,0.005366724915802479
HEM_PA29.nii.gz,0,context,hepatic organ,wrong_right_kidney,0.09139527380466461,0.052995715290308,0.8617539405822754,0.002813745755702257
HEM_PA29.nii.gz,1,context,the liver,source_identity,0.1382388025522232,0.0,,0.019105026498436928
HEM_PA29.nii.gz,1,context,the liver,correct_action,0.1382388025522232,0.06979160010814667,0.8519878387451172,0.007539084181189537
HEM_PA29.nii.gz,1,context,the liver,wrong_spleen,0.1382388025522232,0.050042372196912766,0.6052356958389282,0.013236986473202705
HEM_PA29.nii.gz,1,context,the liver,wrong_left_kidney,0.1382388025522232,0.05749914050102234,-0.03672540560364723,0.02299400418996811
HEM_PA29.nii.gz,1,context,the liver,wrong_right_kidney,0.1382388025522232,0.06866831332445145,-0.19916874170303345,0.027599435299634933
HEM_PA29.nii.gz,1,context,human liver,source_identity,0.1222817599773407,0.0,,0.014954179525375366
HEM_PA29.nii.gz,1,context,human liver,correct_action,0.1222817599773407,0.10515138506889343,0.940238893032074,0.001830443274229765
HEM_PA29.nii.gz,1,context,human liver,wrong_spleen,0.1222817599773407,0.050042372196912766,0.1977117359638214,0.015038724057376385
HEM_PA29.nii.gz,1,context,human liver,wrong_left_kidney,0.1222817599773407,0.05749914050102234,0.7709108591079712,0.007418951950967312
HEM_PA29.nii.gz,1,context,human liver,wrong_right_kidney,0.1222817599773407,0.06866831332445145,0.5973355770111084,0.009637521579861641
HEM_PA29.nii.gz,1,context,hepatic organ,source_identity,0.1699969619512558,0.0,,0.02890269085764885
HEM_PA29.nii.gz,1,context,hepatic organ,correct_action,0.1699969619512558,0.1283407360315323,0.926167368888855,0.004957571625709534
HEM_PA29.nii.gz,1,context,hepatic organ,wrong_spleen,0.1699969619512558,0.050042372196912766,0.018760666251182556,0.03108801692724228
HEM_PA29.nii.gz,1,context,hepatic organ,wrong_left_kidney,0.1699969619512558,0.05749914050102234,0.602440595626831,0.02043042704463005
HEM_PA29.nii.gz,1,context,hepatic organ,wrong_right_kidney,0.1699969619512558,0.06866831332445145,0.8212886452674866,0.014441699720919132
HEM_PA29.nii.gz,2,foreground,the liver,source_identity,0.11551278084516525,0.0,,0.013342877849936485
HEM_PA29.nii.gz,2,foreground,the liver,correct_action,0.11551278084516525,0.11222311854362488,0.9499499797821045,0.0013084079837426543
HEM_PA29.nii.gz,2,foreground,the liver,wrong_spleen,0.11551278084516525,0.10850851237773895,0.8407101035118103,0.004042075015604496
HEM_PA29.nii.gz,2,foreground,the liver,wrong_left_kidney,0.11551278084516525,0.14324885606765747,0.4661104679107666,0.01843746192753315
HEM_PA29.nii.gz,2,foreground,the liver,wrong_right_kidney,0.11551278084516525,0.21634624898433685,0.34363096952438354,0.042972661554813385
HEM_PA29.nii.gz,2,foreground,human liver,source_identity,0.20230375230312347,0.0,,0.04092533513903618
HEM_PA29.nii.gz,2,foreground,human liver,correct_action,0.20230375230312347,0.23820950090885162,0.9142888784408569,0.00954983290284872
HEM_PA29.nii.gz,2,foreground,human liver,wrong_spleen,0.20230375230312347,0.10850851237773895,0.33558690547943115,0.03796614333987236
HEM_PA29.nii.gz,2,foreground,human liver,wrong_left_kidney,0.20230375230312347,0.14324885606765747,0.714789092540741,0.020017461851239204
HEM_PA29.nii.gz,2,foreground,human liver,wrong_right_kidney,0.20230375230312347,0.21634624898433685,0.36464083194732666,0.05581154301762581
HEM_PA29.nii.gz,2,foreground,hepatic organ,source_identity,0.2645673453807831,0.0,,0.06999192386865616
HEM_PA29.nii.gz,2,foreground,hepatic organ,correct_action,0.2645673453807831,0.310422420501709,0.9364477396011353,0.012540766969323158
HEM_PA29.nii.gz,2,foreground,hepatic organ,wrong_spleen,0.2645673453807831,0.10850851237773895,0.37930408120155334,0.0599886029958725
HEM_PA29.nii.gz,2,foreground,hepatic organ,wrong_left_kidney,0.2645673453807831,0.14324885606765747,0.6085254549980164,0.044388629496097565
HEM_PA29.nii.gz,2,foreground,hepatic organ,wrong_right_kidney,0.2645673453807831,0.21634624898433685,0.7222405672073364,0.034120216965675354
HEM_PA29.nii.gz,3,foreground,the liver,source_identity,0.11029908061027527,0.0,,0.012165891006588936
HEM_PA29.nii.gz,3,foreground,the liver,correct_action,0.11029908061027527,0.11091575026512146,0.9160754680633545,0.002053830772638321
HEM_PA29.nii.gz,3,foreground,the liver,wrong_spleen,0.11029908061027527,0.10894394665956497,0.775445282459259,0.005398524459451437
HEM_PA29.nii.gz,3,foreground,the liver,wrong_left_kidney,0.11029908061027527,0.14580456912517548,0.3869078755378723,0.02098027803003788
HEM_PA29.nii.gz,3,foreground,the liver,wrong_right_kidney,0.11029908061027527,0.2057124525308609,0.2761916220188141,0.04194999858736992
HEM_PA29.nii.gz,3,foreground,human liver,source_identity,0.2209593802690506,0.0,,0.0488203801214695
HEM_PA29.nii.gz,3,foreground,human liver,correct_action,0.2209593802690506,0.23428748548030853,0.9269666075706482,0.007738803513348103
HEM_PA29.nii.gz,3,foreground,human liver,wrong_spleen,0.2209593802690506,0.10894394665956497,0.38601839542388916,0.04210491105914116
HEM_PA29.nii.gz,3,foreground,human liver,wrong_left_kidney,0.2209593802690506,0.14580456912517548,0.7520221471786499,0.021625209599733353
HEM_PA29.nii.gz,3,foreground,human liver,wrong_right_kidney,0.2209593802690506,0.2057124525308609,0.4713924527168274,0.04828459024429321
HEM_PA29.nii.gz,3,foreground,hepatic organ,source_identity,0.26958128809928894,0.0,,0.07266799360513687
HEM_PA29.nii.gz,3,foreground,hepatic organ,correct_action,0.26958128809928894,0.29386642575263977,0.9555020332336426,0.007639446295797825
HEM_PA29.nii.gz,3,foreground,hepatic organ,wrong_spleen,0.26958128809928894,0.10894394665956497,0.43829938769340515,0.05879288911819458
HEM_PA29.nii.gz,3,foreground,hepatic organ,wrong_left_kidney,0.26958128809928894,0.14580456912517548,0.6327431797981262,0.04418791085481644
HEM_PA29.nii.gz,3,foreground,hepatic organ,wrong_right_kidney,0.26958128809928894,0.2057124525308609,0.7793546915054321,0.02854916639626026
HEP_PA28.nii.gz,0,context,the liver,source_identity,0.09013376384973526,0.0,,0.008124233223497868
HEP_PA28.nii.gz,0,context,the liver,correct_action,0.09013376384973526,0.09689010679721832,0.9539680480957031,0.0008496621740050614
HEP_PA28.nii.gz,0,context,the liver,wrong_spleen,0.09013376384973526,0.08254428207874298,0.9334056377410889,0.0010485455859452486
HEP_PA28.nii.gz,0,context,the liver,wrong_left_kidney,0.09013376384973526,0.08149769902229309,0.6095781922340393,0.0058105201460421085
HEP_PA28.nii.gz,0,context,the liver,wrong_right_kidney,0.09013376384973526,0.0918378010392189,0.6342469453811646,0.006058186292648315
HEP_PA28.nii.gz,0,context,human liver,source_identity,0.1675596535205841,0.0,,0.028075797483325005
HEP_PA28.nii.gz,0,context,human liver,correct_action,0.1675596535205841,0.16342240571975708,0.9678487181663513,0.0017778922338038683
HEP_PA28.nii.gz,0,context,human liver,wrong_spleen,0.1675596535205841,0.08254428207874298,0.19249403476715088,0.02956452965736389
HEP_PA28.nii.gz,0,context,human liver,wrong_left_kidney,0.1675596535205841,0.08149769902229309,0.7018823027610779,0.015548446215689182
HEP_PA28.nii.gz,0,context,human liver,wrong_right_kidney,0.1675596535205841,0.0918378010392189,0.3084283173084259,0.027017615735530853
HEP_PA28.nii.gz,0,context,hepatic organ,source_identity,0.20650479197502136,0.0,,0.042642489075660706
HEP_PA28.nii.gz,0,context,hepatic organ,correct_action,0.20650479197502136,0.20515574514865875,0.9712908864021301,0.0024342695251107216
HEP_PA28.nii.gz,0,context,hepatic organ,wrong_spleen,0.20650479197502136,0.08254428207874298,0.06092875450849533,0.04737869277596474
HEP_PA28.nii.gz,0,context,hepatic organ,wrong_left_kidney,0.20650479197502136,0.08149769902229309,0.44110044836997986,0.034437552094459534
HEP_PA28.nii.gz,0,context,hepatic organ,wrong_right_kidney,0.20650479197502136,0.0918378010392189,0.6047258377075195,0.028140073642134666
HEP_PA28.nii.gz,1,context,the liver,source_identity,0.12423471361398697,0.0,,0.01543505024164915
HEP_PA28.nii.gz,1,context,the liver,correct_action,0.12423471361398697,0.13117340207099915,0.8413788080215454,0.00521828280761838
HEP_PA28.nii.gz,1,context,the liver,wrong_spleen,0.12423471361398697,0.12470906972885132,0.48024094104766846,0.01610650308430195
HEP_PA28.nii.gz,1,context,the liver,wrong_left_kidney,0.12423471361398697,0.4431852698326111,-0.14342345297336578,0.22765256464481354
HEP_PA28.nii.gz,1,context,the liver,wrong_right_kidney,0.12423471361398697,0.5227909684181213,-0.1547873169183731,0.30886685848236084
HEP_PA28.nii.gz,1,context,human liver,source_identity,0.41032177209854126,0.0,,0.1682109832763672
HEP_PA28.nii.gz,1,context,human liver,correct_action,0.41032177209854126,0.5998871326446533,0.9297229647636414,0.07046785950660706
HEP_PA28.nii.gz,1,context,human liver,wrong_spleen,0.41032177209854126,0.12470906972885132,0.4972803294658661,0.13290293514728546
HEP_PA28.nii.gz,1,context,human liver,wrong_left_kidney,0.41032177209854126,0.4431852698326111,0.884194016456604,0.04315905645489693
HEP_PA28.nii.gz,1,context,human liver,wrong_right_kidney,0.41032177209854126,0.5227909684181213,0.8027334213256836,0.09719324856996536
HEP_PA28.nii.gz,1,context,hepatic organ,source_identity,0.5532770752906799,0.0,,0.30584844946861267
HEP_PA28.nii.gz,1,context,hepatic organ,correct_action,0.5532770752906799,0.785336434841156,0.9333709478378296,0.1116558387875557
HEP_PA28.nii.gz,1,context,hepatic organ,wrong_spleen,0.5532770752906799,0.12470906972885132,0.5908539295196533,0.23992210626602173
HEP_PA28.nii.gz,1,context,hepatic organ,wrong_left_kidney,0.5532770752906799,0.4431852698326111,0.9115265607833862,0.05545991286635399
HEP_PA28.nii.gz,1,context,hepatic organ,wrong_right_kidney,0.5532770752906799,0.5227909684181213,0.9164716601371765,0.04920736700296402
HEP_PA28.nii.gz,2,foreground,the liver,source_identity,0.35041365027427673,0.0,,0.12274331599473953
HEP_PA28.nii.gz,2,foreground,the liver,correct_action,0.35041365027427673,0.10221559554338455,0.3667158782482147,0.10692746192216873
HEP_PA28.nii.gz,2,foreground,the liver,wrong_spleen,0.35041365027427673,0.10717633366584778,0.5818271636962891,0.09053999930620193
HEP_PA28.nii.gz,2,foreground,the liver,wrong_left_kidney,0.35041365027427673,0.21327191591262817,0.8120572566986084,0.04688132181763649
HEP_PA28.nii.gz,2,foreground,the liver,wrong_right_kidney,0.35041365027427673,0.2846676707267761,0.787175714969635,0.046763915568590164
HEP_PA28.nii.gz,2,foreground,human liver,source_identity,0.3494788408279419,0.0,,0.12208721786737442
HEP_PA28.nii.gz,2,foreground,human liver,correct_action,0.3494788408279419,0.39593926072120667,0.9586325287818909,0.013601427897810936
HEP_PA28.nii.gz,2,foreground,human liver,wrong_spleen,0.3494788408279419,0.10717633366584778,0.48048847913742065,0.09758944064378738
HEP_PA28.nii.gz,2,foreground,human liver,wrong_left_kidney,0.3494788408279419,0.21327191591262817,0.8843193054199219,0.03578246384859085
HEP_PA28.nii.gz,2,foreground,human liver,wrong_right_kidney,0.3494788408279419,0.2846676707267761,0.777303159236908,0.0484914667904377
HEP_PA28.nii.gz,2,foreground,hepatic organ,source_identity,0.9498047232627869,0.0,,0.9015689492225647
HEP_PA28.nii.gz,2,foreground,hepatic organ,correct_action,0.9498047232627869,0.4276554584503174,0.7515668272972107,0.47416698932647705
HEP_PA28.nii.gz,2,foreground,hepatic organ,wrong_spleen,0.9498047232627869,0.10717633366584778,0.4152992069721222,0.8285489678382874
HEP_PA28.nii.gz,2,foreground,hepatic organ,wrong_left_kidney,0.9498047232627869,0.21327191591262817,0.7513418197631836,0.6428210139274597
HEP_PA28.nii.gz,2,foreground,hepatic organ,wrong_right_kidney,0.9498047232627869,0.2846676707267761,0.7313399910926819,0.5873222351074219
HEP_PA28.nii.gz,3,foreground,the liver,source_identity,0.11021735519170761,0.0,,0.012147793546319008
HEP_PA28.nii.gz,3,foreground,the liver,correct_action,0.11021735519170761,0.10219209641218185,0.9339007139205933,0.0015533919213339686
HEP_PA28.nii.gz,3,foreground,the liver,wrong_spleen,0.11021735519170761,0.09422913938760757,0.871184766292572,0.0029312765691429377
HEP_PA28.nii.gz,3,foreground,the liver,wrong_left_kidney,0.11021735519170761,0.11758965998888016,0.5204933285713196,0.01248349342495203
HEP_PA28.nii.gz,3,foreground,the liver,wrong_right_kidney,0.11021735519170761,0.15271955728530884,0.47420597076416016,0.019507018849253654
HEP_PA28.nii.gz,3,foreground,human liver,source_identity,0.21125420928001404,0.0,,0.044624775648117065
HEP_PA28.nii.gz,3,foreground,human liver,correct_action,0.21125420928001404,0.21040375530719757,0.9580568075180054,0.00372907193377614
HEP_PA28.nii.gz,3,foreground,human liver,wrong_spleen,0.21125420928001404,0.09422913938760757,0.34764647483825684,0.03966359794139862
HEP_PA28.nii.gz,3,foreground,human liver,wrong_left_kidney,0.21125420928001404,0.11758965998888016,0.7762032747268677,0.01989026740193367
HEP_PA28.nii.gz,3,foreground,human liver,wrong_right_kidney,0.21125420928001404,0.15271955728530884,0.5640013813972473,0.03155672922730446
HEP_PA28.nii.gz,3,foreground,hepatic organ,source_identity,0.39477649331092834,0.0,,0.15581665933132172
HEP_PA28.nii.gz,3,foreground,hepatic organ,correct_action,0.39477649331092834,0.25766217708587646,0.8354982733726501,0.052255578339099884
HEP_PA28.nii.gz,3,foreground,hepatic organ,wrong_spleen,0.39477649331092834,0.09422913938760757,0.3046375811100006,0.1420339196920395
HEP_PA28.nii.gz,3,foreground,hepatic organ,wrong_left_kidney,0.39477649331092834,0.11758965998888016,0.5751537084579468,0.11625292152166367
HEP_PA28.nii.gz,3,foreground,hepatic organ,wrong_right_kidney,0.39477649331092834,0.15271955728530884,0.811492383480072,0.08130524307489395
HEM_PA107.nii.gz,0,context,the liver,source_identity,0.048162221908569336,0.0,,0.0023195806425064802
HEM_PA107.nii.gz,0,context,the liver,correct_action,0.048162221908569336,0.04288998618721962,0.8880836963653564,0.0004901583888567984
HEM_PA107.nii.gz,0,context,the liver,wrong_spleen,0.048162221908569336,0.039614077657461166,0.724118709564209,0.0011257706210017204
HEM_PA107.nii.gz,0,context,the liver,wrong_left_kidney,0.048162221908569336,0.047208238393068314,0.3753634989261627,0.002841301029548049
HEM_PA107.nii.gz,0,context,the liver,wrong_right_kidney,0.048162221908569336,0.05657413974404335,0.20852269232273102,0.004383857827633619
HEM_PA107.nii.gz,0,context,human liver,source_identity,0.08417428284883499,0.0,,0.007085226476192474
HEM_PA107.nii.gz,0,context,human liver,correct_action,0.08417428284883499,0.08512897789478302,0.9638640880584717,0.0005187827628105879
HEM_PA107.nii.gz,0,context,human liver,wrong_spleen,0.08417428284883499,0.039614077657461166,0.4801974296569824,0.0054520973935723305
HEM_PA107.nii.gz,0,context,human liver,wrong_left_kidney,0.08417428284883499,0.047208238393068314,0.740132212638855,0.003431732067838311
HEM_PA107.nii.gz,0,context,human liver,wrong_right_kidney,0.08417428284883499,0.05657413974404335,0.40159884095191956,0.006460969336330891
HEM_PA107.nii.gz,0,context,hepatic organ,source_identity,0.10861294716596603,0.0,,0.011796819977462292
HEM_PA107.nii.gz,0,context,hepatic organ,correct_action,0.10861294716596603,0.10380703955888748,0.9747337102890015,0.0005928435130044818
HEM_PA107.nii.gz,0,context,hepatic organ,wrong_spleen,0.10861294716596603,0.039614077657461166,0.327975332736969,0.010543796233832836
HEM_PA107.nii.gz,0,context,hepatic organ,wrong_left_kidney,0.10861294716596603,0.047208238393068314,0.5913306474685669,0.007961415685713291
HEM_PA107.nii.gz,0,context,hepatic organ,wrong_right_kidney,0.10861294716596603,0.05657413974404335,0.8604649901390076,0.004422853700816631
HEM_PA107.nii.gz,1,context,the liver,source_identity,0.10663061589002609,0.0,,0.011370236054062843
HEM_PA107.nii.gz,1,context,the liver,correct_action,0.10663061589002609,0.10186315327882767,0.9659839272499084,0.0007616868824698031
HEM_PA107.nii.gz,1,context,the liver,wrong_spleen,0.10663061589002609,0.09121763706207275,0.9067866802215576,0.0020508826710283756
HEM_PA107.nii.gz,1,context,the liver,wrong_left_kidney,0.10663061589002609,0.10533134639263153,0.5238115191459656,0.010698494501411915
HEM_PA107.nii.gz,1,context,the liver,wrong_right_kidney,0.10663061589002609,0.12387917190790176,0.5019717216491699,0.013454911299049854
HEM_PA107.nii.gz,1,context,human liver,source_identity,0.20589488744735718,0.0,,0.042390916496515274
HEM_PA107.nii.gz,1,context,human liver,correct_action,0.20589488744735718,0.1978442668914795,0.9830201268196106,0.0014481103280559182
HEM_PA107.nii.gz,1,context,human liver,wrong_spleen,0.20589488744735718,0.09121763706207275,0.30398672819137573,0.039293207228183746
HEM_PA107.nii.gz,1,context,human liver,wrong_left_kidney,0.20589488744735718,0.10533134639263153,0.7859229445457458,0.019397661089897156
HEM_PA107.nii.gz,1,context,human liver,wrong_right_kidney,0.20589488744735718,0.12387917190790176,0.43745455145835876,0.03542175143957138
HEM_PA107.nii.gz,1,context,hepatic organ,source_identity,0.23826000094413757,0.0,,0.056764889508485794
HEM_PA107.nii.gz,1,context,hepatic organ,correct_action,0.23826000094413757,0.23992979526519775,0.9831525683403015,0.001928864512592554
HEM_PA107.nii.gz,1,context,hepatic organ,wrong_spleen,0.23826000094413757,0.09121763706207275,0.20660564303398132,0.056105051189661026
HEM_PA107.nii.gz,1,context,hepatic organ,wrong_left_kidney,0.23826000094413757,0.10533134639263153,0.5087639093399048,0.04232420027256012
HEM_PA107.nii.gz,1,context,hepatic organ,wrong_right_kidney,0.23826000094413757,0.12387917190790176,0.7305005192756653,0.02899026684463024
HEM_PA107.nii.gz,2,foreground,the liver,source_identity,0.10462325811386108,0.0,,0.0109460623934865
HEM_PA107.nii.gz,2,foreground,the liver,correct_action,0.10462325811386108,0.10249297320842743,0.9700864553451538,0.0006460766890086234
HEM_PA107.nii.gz,2,foreground,the liver,wrong_spleen,0.10462325811386108,0.09244905412197113,0.9069520831108093,0.0019481960916891694
