split,case,patch_index,patch_kind,source_prompt,target_prompt,prompt_pair,text_embedding_cosine,text_embedding_delta_norm,text_embedding_source_norm,text_embedding_target_norm,state_normalized_mse,intermediate_mask_logit_normalized_mse,intermediate_soft_dice,intermediate_binary_dice,intermediate_probability_mae,intermediate_source_probability_mean,intermediate_target_probability_mean,intermediate_source_foreground_voxels,intermediate_target_foreground_voxels,final_soft_dice,final_binary_dice,final_probability_mae,final_source_probability_mean,final_target_probability_mean,final_source_foreground_voxels,final_target_foreground_voxels
train,HEM_PA99.nii.gz,3,foreground,liver,human liver,liver -> human liver,0.961371898651123,37.537567138671875,134.9052276611328,135.19053649902344,0.00919818039983511,0.0035647570621222258,0.9115859866142273,0.9377289414405823,0.003349877195432782,0.03128199651837349,0.02797846682369709,435.0,384.0,0.9288466572761536,0.9588595032691956,0.002442111959680915,0.02938375063240528,0.026962270960211754,207751.0,191442.0
train,HEM_PA99.nii.gz,3,foreground,liver,hepatic organ,liver -> hepatic organ,0.8965643048286438,61.90240478515625,134.9052276611328,137.1280517578125,0.009655715897679329,0.0018482818268239498,0.9314433932304382,0.9791183471679688,0.0014307711971923709,0.03128199651837349,0.03065631538629532,435.0,427.0,0.9471531510353088,0.985129714012146,0.000909488124307245,0.02938375063240528,0.028605328872799873,207751.0,202463.0
train,HCC_10140276_20170721.nii.gz,0,context,liver,the liver,liver -> the liver,0.9906747937202454,18.447200775146484,134.9052276611328,135.21458435058594,0.004849269520491362,0.003961601294577122,0.6980852484703064,0.8695651888847351,0.0006525579956360161,0.0013427168596535921,0.0019952747970819473,20.0,26.0,0.9641715884208679,0.9906601905822754,8.260129106929526e-05,0.004406413994729519,0.0044392067939043045,31105.0,31316.0
train,HCC_10140276_20170721.nii.gz,0,context,liver,human liver,liver -> human liver,0.961371898651123,37.537567138671875,134.9052276611328,135.19053649902344,0.007800861727446318,0.002749681007117033,0.6540730595588684,0.7500000596046448,0.00039945764001458883,0.0013427168596535921,0.000943259394261986,20.0,12.0,0.9642044901847839,0.98289954662323,0.00016681718989275396,0.004406413994729519,0.004240847658365965,31105.0,30063.0
train,HCC_10140276_20170721.nii.gz,0,context,liver,hepatic organ,liver -> hepatic organ,0.8965643048286438,61.90240478515625,134.9052276611328,137.1280517578125,0.009556331671774387,0.0022868847008794546,0.6905989050865173,0.8571429252624512,0.00021226877288427204,0.0013427168596535921,0.001172332908026874,20.0,15.0,0.9661933779716492,0.9887028336524963,0.00010311429650755599,0.004406413994729519,0.004429477732628584,31105.0,31300.0
train,HCC_10140276_20170721.nii.gz,1,context,liver,the liver,liver -> the liver,0.9906747937202454,18.447200775146484,134.9052276611328,135.21458435058594,0.002233948325738311,0.0015133066335693002,0.9178791642189026,0.9689737558364868,0.0010161895770579576,0.014800054021179676,0.015758061781525612,203.0,216.0,0.9519785642623901,0.9903216361999512,0.0003058863221667707,0.01480238325893879,0.014799118041992188,105376.0,105404.0
train,HCC_10140276_20170721.nii.gz,1,context,liver,human liver,liver -> human liver,0.961371898651123,37.537567138671875,134.9052276611328,135.19053649902344,0.006522471085190773,0.002510347170755267,0.9107821583747864,0.9536082744598389,0.0014278711751103401,0.014800054021179676,0.013430583290755749,203.0,185.0,0.9430959820747375,0.9698382019996643,0.0008841518429107964,0.01480238325893879,0.013938801363110542,105376.0,99353.0
train,HCC_10140276_20170721.nii.gz,1,context,liver,hepatic organ,liver -> hepatic organ,0.8965643048286438,61.90240478515625,134.9052276611328,137.1280517578125,0.00648069940507412,0.0005308649851940572,0.9238973259925842,0.9853658676147461,0.0005792811862193048,0.014800054021179676,0.014890296384692192,203.0,207.0,0.9541025757789612,0.9911571145057678,0.0002680906909517944,0.01480238325893879,0.0146577013656497,105376.0,104284.0
train,HCC_10140276_20170721.nii.gz,2,foreground,liver,the liver,liver -> the liver,0.9906747937202454,18.447200775146484,134.9052276611328,135.21458435058594,0.002488019410520792,0.0011930008186027408,0.9279975891113281,0.9899857044219971,0.0008201294112950563,0.02532055228948593,0.025483155623078346,351.0,348.0,0.9249237179756165,0.9793333411216736,0.0010510110296308994,0.02573358826339245,0.02504713088274002,182823.0,177806.0
train,HCC_10140276_20170721.nii.gz,2,foreground,liver,human liver,liver -> human liver,0.961371898651123,37.537567138671875,134.9052276611328,135.19053649902344,0.006870436482131481,0.0021220967173576355,0.9131152629852295,0.947526216506958,0.0025052090641111135,0.02532055228948593,0.02284625917673111,351.0,316.0,0.9108175039291382,0.9455116391181946,0.002589033218100667,0.02573358826339245,0.023165041580796242,182823.0,164132.0
train,HCC_10140276_20170721.nii.gz,2,foreground,liver,hepatic organ,liver -> hepatic organ,0.8965643048286438,61.90240478515625,134.9052276611328,137.1280517578125,0.008067870512604713,0.000844019406940788,0.9326318502426147,0.9857549667358398,0.0008074504439719021,0.02532055228948593,0.02534184232354164,351.0,351.0,0.926414966583252,0.9806399941444397,0.0009527712245471776,0.02573358826339245,0.024996468797326088,182823.0,177352.0
train,HCC_10140276_20170721.nii.gz,3,foreground,liver,the liver,liver -> the liver,0.9906747937202454,18.447200775146484,134.9052276611328,135.21458435058594,0.0020083077251911163,0.0008750198758207262,0.947758674621582,0.9785832166671753,0.0007701120339334011,0.02178974449634552,0.022388378158211708,298.0,309.0,0.9452514052391052,0.9885736107826233,0.0004494469612836838,0.01848500221967697,0.018250994384288788,132024.0,130439.0
train,HCC_10140276_20170721.nii.gz,3,foreground,liver,human liver,liver -> human liver,0.961371898651123,37.537567138671875,134.9052276611328,135.19053649902344,0.005634373519569635,0.0019165008561685681,0.9438609480857849,0.975944995880127,0.0011798421619459987,0.02178974449634552,0.020613936707377434,298.0,284.0,0.9346792101860046,0.965548038482666,0.00117583223618567,0.01848500221967697,0.017326386645436287,132024.0,123346.0
train,HCC_10140276_20170721.nii.gz,3,foreground,liver,hepatic organ,liver -> hepatic organ,0.8965643048286438,61.90240478515625,134.9052276611328,137.1280517578125,0.006814693566411734,0.0010012146085500717,0.9504400491714478,0.9817578792572021,0.0006955515709705651,0.02178974449634552,0.02194877341389656,298.0,305.0,0.9461193680763245,0.9849932789802551,0.0005244393250904977,0.01848500221967697,0.018030276522040367,132024.0,128459.0
val,CYST_PA62.nii.gz,0,context,liver,the liver,liver -> the liver,0.9906747937202454,18.447200775146484,134.9052276611328,135.21458435058594,0.0003003830788657069,9.338110976386815e-05,0.9994437098503113,1.0,6.134220227312168e-15,1.7094634288303788e-14,2.317308671340168e-14,0.0,0.0,0.9993557929992676,1.0,1.0516786715708382e-17,4.028088010852732e-17,5.07888631409763e-17,0.0,0.0
val,CYST_PA62.nii.gz,0,context,liver,human liver,liver -> human liver,0.961371898651123,37.537567138671875,134.9052276611328,135.19053649902344,0.0007936132024042308,0.00011117277608718723,0.9995113611221313,1.0,4.483378847618428e-15,1.7094634288303788e-14,1.8272115117072725e-14,0.0,0.0,0.999350905418396,1.0,1.177165361935644e-17,4.028088010852732e-17,5.1486404699207565e-17,0.0,0.0
val,CYST_PA62.nii.gz,0,context,liver,hepatic organ,liver -> hepatic organ,0.8965643048286438,61.90240478515625,134.9052276611328,137.1280517578125,0.0012664692476391792,0.00015344374696724117,0.9993978142738342,1.0,1.0190123992824453e-14,1.7094634288303788e-14,2.6491445010421756e-14,0.0,0.0,0.9993151426315308,1.0,1.6629546390537462e-17,4.028088010852732e-17,5.653770222377084e-17,0.0,0.0
val,CYST_PA62.nii.gz,1,context,liver,the liver,liver -> the liver,0.9906747937202454,18.447200775146484,134.9052276611328,135.21458435058594,0.002223729155957699,0.0016208101296797395,0.926741898059845,0.9759383797645569,0.0017895108321681619,0.036913562566041946,0.03815184906125069,508.0,531.0,0.8903334736824036,0.9771275520324707,0.0016189130255952477,0.03418177738785744,0.033456865698099136,242928.0,237869.0
val,CYST_PA62.nii.gz,1,context,liver,human liver,liver -> human liver,0.961371898651123,37.537567138671875,134.9052276611328,135.19053649902344,0.007223597727715969,0.0022588330321013927,0.909076452255249,0.9517948627471924,0.003457956947386265,0.036913562566041946,0.033612675964832306,508.0,467.0,0.862236738204956,0.9213947057723999,0.004876777064055204,0.03418177738785744,0.02947123907506466,242928.0,208581.0
val,CYST_PA62.nii.gz,1,context,liver,hepatic organ,liver -> hepatic organ,0.8965643048286438,61.90240478515625,134.9052276611328,137.1280517578125,0.007601247634738684,0.000922421517316252,0.9279863238334656,0.976516604423523,0.0017217821441590786,0.036913562566041946,0.03683992847800255,508.0,514.0,0.8928950428962708,0.975643515586853,0.0016512360889464617,0.03418177738785744,0.03293978050351143,242928.0,234275.0
val,CYST_PA62.nii.gz,2,foreground,liver,the liver,liver -> the liver,0.9906747937202454,18.447200775146484,134.9052276611328,135.21458435058594,0.0034793512895703316,0.0026542467530816793,0.9222834706306458,0.9760403633117676,0.0013345166807994246,0.02871212549507618,0.02978486567735672,388.0,405.0,0.7853738069534302,0.9574938416481018,0.002333621960133314,0.02744084782898426,0.025844736024737358,197951.0,185805.0
val,CYST_PA62.nii.gz,2,foreground,liver,human liver,liver -> human liver,0.961371898651123,37.537567138671875,134.9052276611328,135.19053649902344,0.11153799295425415,0.06930625438690186,0.4725630283355713,0.4754420518875122,0.019820498302578926,0.02871212549507618,0.008891626261174679,388.0,121.0,0.5186993479728699,0.5534606575965881,0.017068691551685333,0.02744084782898426,0.01087585836648941,197951.0,77747.0
val,CYST_PA62.nii.gz,2,foreground,liver,hepatic organ,liver -> hepatic organ,0.8965643048286438,61.90240478515625,134.9052276611328,137.1280517578125,0.5415360331535339,0.26108866930007935,2.570908153032292e-09,2.577319690999502e-09,0.02871212549507618,0.02871212549507618,8.439997290464463e-13,388.0,0.0,5.660454310135732e-12,5.051755021245885e-12,0.02744084782898426,0.02744084782898426,1.5557355886397853e-14,197951.0,0.0
val,CYST_PA62.nii.gz,3,foreground,liver,the liver,liver -> the liver,0.9906747937202454,18.447200775146484,134.9052276611328,135.21458435058594,0.003302177181467414,0.0013749237405136228,0.9202530384063721,0.9688073396682739,0.0012853046646341681,0.019010337069630623,0.020202871412038803,264.0,281.0,0.8471364378929138,0.9815597534179688,0.0009887891355901957,0.021426646038889885,0.021214265376329422,156599.0,156195.0
val,CYST_PA62.nii.gz,3,foreground,liver,human liver,liver -> human liver,0.961371898651123,37.537567138671875,134.9052276611328,135.19053649902344,0.48740023374557495,0.2716279923915863,3.805206372220482e-09,3.787878899430552e-09,0.019010337069630623,0.019010337069630623,6.709037622329439e-14,264.0,0.0,7.344622306171278e-12,6.385736991271207e-12,0.021426646038889885,0.021426646038889885,1.302598775913301e-14,156599.0,0.0
val,CYST_PA62.nii.gz,3,foreground,liver,hepatic organ,liver -> hepatic organ,0.8965643048286438,61.90240478515625,134.9052276611328,137.1280517578125,0.5285459160804749,0.2531372010707855,3.805198378614705e-09,3.787878899430552e-09,0.019010337069630623,0.019010337069630623,4.772109899082999e-13,264.0,0.0,7.070124000141398e-12,6.385736991271207e-12,0.021426646038889885,0.021426646038889885,1.4715606730668525e-14,156599.0,0.0
val,HEM_PA29.nii.gz,0,context,liver,the liver,liver -> the liver,0.9906747937202454,18.447200775146484,134.9052276611328,135.21458435058594,0.00017048022709786892,3.3289419661741704e-05,0.950882077217102,1.0,2.9694728121733294e-13,1.7561755001616053e-12,1.9804516099980463e-12,0.0,0.0,0.9837664365768433,1.0,1.471190350262313e-16,1.092999033159214e-15,1.238411614434083e-15,0.0,0.0
val,HEM_PA29.nii.gz,0,context,liver,human liver,liver -> human liver,0.961371898651123,37.537567138671875,134.9052276611328,135.19053649902344,0.000454669410828501,8.513400098308921e-05,0.9510467052459717,1.0,3.5856110832191423e-13,1.7561755001616053e-12,1.967281806208865e-12,0.0,0.0,0.9828793406486511,1.0,2.7900637948780093e-16,1.092999033159214e-15,1.3680247019020545e-15,0.0,0.0
val,HEM_PA29.nii.gz,0,context,liver,hepatic organ,liver -> hepatic organ,0.8965643048286438,61.90240478515625,134.9052276611328,137.1280517578125,0.0007856692536734045,0.00020570475317072123,0.9429017901420593,1.0,8.768053015410782e-13,1.7561755001616053e-12,2.624310274298991e-12,0.0,0.0,0.9831603765487671,1.0,2.513816439927432e-16,1.092999033159214e-15,1.326947521487602e-15,0.0,0.0
val,HEM_PA29.nii.gz,1,context,liver,the liver,liver -> the liver,0.9906747937202454,18.447200775146484,134.9052276611328,135.21458435058594,0.00291864643804729,0.0012032382655888796,0.9998466372489929,1.0,5.336814516921024e-15,8.192611086060841e-15,2.9001690253564446e-15,0.0,0.0,0.9979598522186279,1.0,7.109768904381493e-17,1.6972037545314838e-16,1.1910310265844009e-16,0.0,0.0
val,HEM_PA29.nii.gz,1,context,liver,human liver,liver -> human liver,0.961371898651123,37.537567138671875,134.9052276611328,135.19053649902344,0.0018971676472574472,0.0007711100042797625,0.9996858835220337,1.0,6.371168376944139e-15,8.192611086060841e-15,1.4536693043417682e-14,0.0,0.0,0.9970710277557373,1.0,8.08591680432144e-17,1.6972037545314838e-16,2.453107206317552e-16,0.0,0.0
val,HEM_PA29.nii.gz,1,context,liver,hepatic organ,liver -> hepatic organ,0.8965643048286438,61.90240478515625,134.9052276611328,137.1280517578125,0.003959962632507086,0.0018560780445113778,0.9995200037956238,1.0,1.8361771860473698e-14,8.192611086060841e-15,2.654652586891581e-14,0.0,0.0,0.9972091913223267,1.0,8.502397610530459e-17,1.6972037545314838e-16,2.2568274378238654e-16,0.0,0.0
val,HEM_PA29.nii.gz,2,foreground,liver,the liver,liver -> the liver,0.9906747937202454,18.447200775146484,134.9052276611328,135.21458435058594,0.002613910473883152,0.001621239585801959,0.9494682550430298,0.9887005686759949,0.0006562694907188416,0.02549205906689167,0.026065923273563385,350.0,358.0,0.9304988384246826,0.9874275922775269,0.0006277046632021666,0.024173056706786156,0.023857982829213142,172500.0,170314.0
val,HEM_PA29.nii.gz,2,foreground,liver,human liver,liver -> human liver,0.961371898651123,37.537567138671875,134.9052276611328,135.19053649902344,0.009059233590960503,0.0024586233776062727,0.9414480924606323,0.969072163105011,0.0019091707654297352,0.02549205906689167,0.023593232035636902,350.0,329.0,0.9179268479347229,0.9573253989219666,0.0019308245973661542,0.024173056706786156,0.022318009287118912,172500.0,158915.0
val,HEM_PA29.nii.gz,2,foreground,liver,hepatic organ,liver -> hepatic organ,0.8965643048286438,61.90240478515625,134.9052276611328,137.1280517578125,0.008653550408780575,0.0012181868078187108,0.9511611461639404,0.9855907559394836,0.0006898291176185012,0.02549205906689167,0.0249513890594244,350.0,344.0,0.9296096563339233,0.9798822999000549,0.0009393683285452425,0.024173056706786156,0.02330225147306919,172500.0,166157.0
val,HEM_PA29.nii.gz,3,foreground,liver,the liver,liver -> the liver,0.9906747937202454,18.447200775146484,134.9052276611328,135.21458435058594,0.002393061527982354,0.0014763523358851671,0.885596752166748,0.9330357313156128,0.0023099661339074373,0.015412765555083752,0.017722703516483307,209.0,239.0,0.942277729511261,0.9869086742401123,0.0005650243256241083,0.020062360912561417,0.020513426512479782,142623.0,145659.0
val,HEM_PA29.nii.gz,3,foreground,liver,human liver,liver -> human liver,0.961371898651123,37.537567138671875,134.9052276611328,135.19053649902344,0.009072340093553066,0.003914357163012028,0.8942526578903198,0.9560975432395935,0.0011954401852563024,0.015412765555083752,0.014580700546503067,209.0,201.0,0.9276309609413147,0.9634513258934021,0.0013834057608619332,0.020062360912561417,0.018716953694820404,142623.0,132818.0
val,HEM_PA29.nii.gz,3,foreground,liver,hepatic organ,liver -> hepatic organ,0.8965643048286438,61.90240478515625,134.9052276611328,137.1280517578125,0.00958628673106432,0.0025092153809964657,0.8926481604576111,0.9584352374076843,0.0012740148231387138,0.015412765555083752,0.014672608114778996,209.0,200.0,0.9382749795913696,0.9804446697235107,0.0007629320025444031,0.020062360912561417,0.019469251856207848,142623.0,138119.0
