num_samples,split,case,patch_index,patch_kind,prompt_pair,mean_text_embedding_cosine,mean_text_embedding_delta_norm,mean_state_normalized_mse,mean_intermediate_mask_logit_normalized_mse,mean_intermediate_soft_dice,mean_intermediate_binary_dice,mean_intermediate_probability_mae,mean_final_soft_dice,mean_final_binary_dice,mean_final_probability_mae
1,train,HEM_PA99.nii.gz,2,foreground,liver -> hepatic organ,0.8965643048286438,61.90240478515625,0.008662363514304161,0.0018633994041010737,0.9791237115859985,0.996662974357605,0.00040825302130542696,0.9532961249351501,0.9906739592552185,0.0006322007393464446
1,train,HEM_PA99.nii.gz,2,foreground,liver -> human liver,0.961371898651123,37.537567138671875,0.007949280552566051,0.0024054409004747868,0.9796008467674255,0.9977777600288391,0.0005363641539588571,0.950050413608551,0.9815478920936584,0.001262590871192515
1,train,HEM_PA99.nii.gz,2,foreground,liver -> the liver,0.9906747937202454,18.447200775146484,0.0022466194350272417,0.0012221490032970905,0.9751393795013428,0.9879253506660461,0.0005871946341358125,0.9527296423912048,0.9941787719726562,0.0004181319091003388
1,train,HEM_PA99.nii.gz,3,foreground,liver -> hepatic organ,0.8965643048286438,61.90240478515625,0.009655715897679329,0.0018482818268239498,0.9314433932304382,0.9791183471679688,0.0014307711971923709,0.9471531510353088,0.985129714012146,0.000909488124307245
1,train,HEM_PA99.nii.gz,3,foreground,liver -> human liver,0.961371898651123,37.537567138671875,0.00919818039983511,0.0035647570621222258,0.9115859866142273,0.9377289414405823,0.003349877195432782,0.9288466572761536,0.9588595032691956,0.002442111959680915
1,train,HEM_PA99.nii.gz,3,foreground,liver -> the liver,0.9906747937202454,18.447200775146484,0.0026098338421434164,0.00212843157351017,0.9251503944396973,0.9613259434700012,0.00287461606785655,0.9449305534362793,0.9819457530975342,0.0011501817498356104
1,val,CYST_PA62.nii.gz,0,context,liver -> hepatic organ,0.8965643048286438,61.90240478515625,0.0012664692476391792,0.00015344374696724117,0.9993978142738342,1.0,1.0190123992824453e-14,0.9993151426315308,1.0,1.6629546390537462e-17
1,val,CYST_PA62.nii.gz,0,context,liver -> human liver,0.961371898651123,37.537567138671875,0.0007936132024042308,0.00011117277608718723,0.9995113611221313,1.0,4.483378847618428e-15,0.999350905418396,1.0,1.177165361935644e-17
1,val,CYST_PA62.nii.gz,0,context,liver -> the liver,0.9906747937202454,18.447200775146484,0.0003003830788657069,9.338110976386815e-05,0.9994437098503113,1.0,6.134220227312168e-15,0.9993557929992676,1.0,1.0516786715708382e-17
1,val,CYST_PA62.nii.gz,1,context,liver -> hepatic organ,0.8965643048286438,61.90240478515625,0.007601247634738684,0.000922421517316252,0.9279863238334656,0.976516604423523,0.0017217821441590786,0.8928950428962708,0.975643515586853,0.0016512360889464617
1,val,CYST_PA62.nii.gz,1,context,liver -> human liver,0.961371898651123,37.537567138671875,0.007223597727715969,0.0022588330321013927,0.909076452255249,0.9517948627471924,0.003457956947386265,0.862236738204956,0.9213947057723999,0.004876777064055204
1,val,CYST_PA62.nii.gz,1,context,liver -> the liver,0.9906747937202454,18.447200775146484,0.002223729155957699,0.0016208101296797395,0.926741898059845,0.9759383797645569,0.0017895108321681619,0.8903334736824036,0.9771275520324707,0.0016189130255952477
1,val,CYST_PA62.nii.gz,2,foreground,liver -> hepatic organ,0.8965643048286438,61.90240478515625,0.5415360331535339,0.26108866930007935,2.570908153032292e-09,2.577319690999502e-09,0.02871212549507618,5.660454310135732e-12,5.051755021245885e-12,0.02744084782898426
1,val,CYST_PA62.nii.gz,2,foreground,liver -> human liver,0.961371898651123,37.537567138671875,0.11153799295425415,0.06930625438690186,0.4725630283355713,0.4754420518875122,0.019820498302578926,0.5186993479728699,0.5534606575965881,0.017068691551685333
1,val,CYST_PA62.nii.gz,2,foreground,liver -> the liver,0.9906747937202454,18.447200775146484,0.0034793512895703316,0.0026542467530816793,0.9222834706306458,0.9760403633117676,0.0013345166807994246,0.7853738069534302,0.9574938416481018,0.002333621960133314
1,val,CYST_PA62.nii.gz,3,foreground,liver -> hepatic organ,0.8965643048286438,61.90240478515625,0.5285459160804749,0.2531372010707855,3.805198378614705e-09,3.787878899430552e-09,0.019010337069630623,7.070124000141398e-12,6.385736991271207e-12,0.021426646038889885
1,val,CYST_PA62.nii.gz,3,foreground,liver -> human liver,0.961371898651123,37.537567138671875,0.48740023374557495,0.2716279923915863,3.805206372220482e-09,3.787878899430552e-09,0.019010337069630623,7.344622306171278e-12,6.385736991271207e-12,0.021426646038889885
1,val,CYST_PA62.nii.gz,3,foreground,liver -> the liver,0.9906747937202454,18.447200775146484,0.003302177181467414,0.0013749237405136228,0.9202530384063721,0.9688073396682739,0.0012853046646341681,0.8471364378929138,0.9815597534179688,0.0009887891355901957
1,val,HEM_PA29.nii.gz,0,context,liver -> hepatic organ,0.8965643048286438,61.90240478515625,0.0007856692536734045,0.00020570475317072123,0.9429017901420593,1.0,8.768053015410782e-13,0.9831603765487671,1.0,2.513816439927432e-16
1,val,HEM_PA29.nii.gz,0,context,liver -> human liver,0.961371898651123,37.537567138671875,0.000454669410828501,8.513400098308921e-05,0.9510467052459717,1.0,3.5856110832191423e-13,0.9828793406486511,1.0,2.7900637948780093e-16
1,val,HEM_PA29.nii.gz,0,context,liver -> the liver,0.9906747937202454,18.447200775146484,0.00017048022709786892,3.3289419661741704e-05,0.950882077217102,1.0,2.9694728121733294e-13,0.9837664365768433,1.0,1.471190350262313e-16
1,val,HEM_PA29.nii.gz,1,context,liver -> hepatic organ,0.8965643048286438,61.90240478515625,0.003959962632507086,0.0018560780445113778,0.9995200037956238,1.0,1.8361771860473698e-14,0.9972091913223267,1.0,8.502397610530459e-17
1,val,HEM_PA29.nii.gz,1,context,liver -> human liver,0.961371898651123,37.537567138671875,0.0018971676472574472,0.0007711100042797625,0.9996858835220337,1.0,6.371168376944139e-15,0.9970710277557373,1.0,8.08591680432144e-17
1,val,HEM_PA29.nii.gz,1,context,liver -> the liver,0.9906747937202454,18.447200775146484,0.00291864643804729,0.0012032382655888796,0.9998466372489929,1.0,5.336814516921024e-15,0.9979598522186279,1.0,7.109768904381493e-17
1,val,HEM_PA29.nii.gz,2,foreground,liver -> hepatic organ,0.8965643048286438,61.90240478515625,0.008653550408780575,0.0012181868078187108,0.9511611461639404,0.9855907559394836,0.0006898291176185012,0.9296096563339233,0.9798822999000549,0.0009393683285452425
1,val,HEM_PA29.nii.gz,2,foreground,liver -> human liver,0.961371898651123,37.537567138671875,0.009059233590960503,0.0024586233776062727,0.9414480924606323,0.969072163105011,0.0019091707654297352,0.9179268479347229,0.9573253989219666,0.0019308245973661542
1,val,HEM_PA29.nii.gz,2,foreground,liver -> the liver,0.9906747937202454,18.447200775146484,0.002613910473883152,0.001621239585801959,0.9494682550430298,0.9887005686759949,0.0006562694907188416,0.9304988384246826,0.9874275922775269,0.0006277046632021666
1,val,HEM_PA29.nii.gz,3,foreground,liver -> hepatic organ,0.8965643048286438,61.90240478515625,0.00958628673106432,0.0025092153809964657,0.8926481604576111,0.9584352374076843,0.0012740148231387138,0.9382749795913696,0.9804446697235107,0.0007629320025444031
1,val,HEM_PA29.nii.gz,3,foreground,liver -> human liver,0.961371898651123,37.537567138671875,0.009072340093553066,0.003914357163012028,0.8942526578903198,0.9560975432395935,0.0011954401852563024,0.9276309609413147,0.9634513258934021,0.0013834057608619332
1,val,HEM_PA29.nii.gz,3,foreground,liver -> the liver,0.9906747937202454,18.447200775146484,0.002393061527982354,0.0014763523358851671,0.885596752166748,0.9330357313156128,0.0023099661339074373,0.942277729511261,0.9869086742401123,0.0005650243256241083
