split,case,patch_index,patch_kind,direction,state_normalized_mse,mask_logit_normalized_mse
train,HCC_10076307_20130925.nii.gz,2,foreground,liver_to_the_liver,0.0027471703942865133,0.0014669157098978758
train,HCC_10076307_20130925.nii.gz,2,foreground,the_liver_to_liver,0.0026707113720476627,0.0013750660000368953
train,HCC_10076307_20130925.nii.gz,3,foreground,liver_to_the_liver,0.0024502421729266644,0.0014472149778157473
train,HCC_10076307_20130925.nii.gz,3,foreground,the_liver_to_liver,0.002380447695031762,0.0013553369790315628
train,CYST_PA20.nii.gz,0,context,liver_to_the_liver,0.00460472796112299,0.0033608025405555964
train,CYST_PA20.nii.gz,0,context,the_liver_to_liver,0.00428034458309412,0.0030191789846867323
train,CYST_PA20.nii.gz,1,context,liver_to_the_liver,0.0023095435462892056,0.0010033536236733198
train,CYST_PA20.nii.gz,1,context,the_liver_to_liver,0.0022610954474657774,0.0009526079520583153
train,CYST_PA20.nii.gz,2,foreground,liver_to_the_liver,0.002426715800538659,0.0010369695955887437
train,CYST_PA20.nii.gz,2,foreground,the_liver_to_liver,0.002373866271227598,0.0009850155329331756
train,CYST_PA20.nii.gz,3,foreground,liver_to_the_liver,0.0029160103294998407,0.0015677077462896705
train,CYST_PA20.nii.gz,3,foreground,the_liver_to_liver,0.002825499977916479,0.0014672755496576428
train,CYST_PA56.nii.gz,0,context,liver_to_the_liver,0.0002021849068114534,3.863242091028951e-05
train,CYST_PA56.nii.gz,0,context,the_liver_to_liver,0.00020198865968268365,3.854085662169382e-05
train,CYST_PA56.nii.gz,1,context,liver_to_the_liver,0.003087805351242423,0.0023570265620946884
train,CYST_PA56.nii.gz,1,context,the_liver_to_liver,0.0029475176706910133,0.002156550297513604
train,CYST_PA56.nii.gz,2,foreground,liver_to_the_liver,0.002235510153695941,0.000827095762360841
train,CYST_PA56.nii.gz,2,foreground,the_liver_to_liver,0.0021985811181366444,0.000793401210103184
train,CYST_PA56.nii.gz,3,foreground,liver_to_the_liver,0.002695903182029724,0.0015903115272521973
train,CYST_PA56.nii.gz,3,foreground,the_liver_to_liver,0.002621395979076624,0.001484230044297874
train,HCC_10136895_20170421.nii.gz,0,context,liver_to_the_liver,0.026380080729722977,0.022879648953676224
train,HCC_10136895_20170421.nii.gz,0,context,the_liver_to_liver,0.021573329344391823,0.017379559576511383
train,HCC_10136895_20170421.nii.gz,1,context,liver_to_the_liver,0.0023840791545808315,0.0013925416860729456
train,HCC_10136895_20170421.nii.gz,1,context,the_liver_to_liver,0.002314711455255747,0.0013048715190961957
train,HCC_10136895_20170421.nii.gz,2,foreground,liver_to_the_liver,0.0027715987525880337,0.0016828003572300076
train,HCC_10136895_20170421.nii.gz,2,foreground,the_liver_to_liver,0.002703810343518853,0.0015698550269007683
train,HCC_10136895_20170421.nii.gz,3,foreground,liver_to_the_liver,0.0025549407582730055,0.0017511813202872872
train,HCC_10136895_20170421.nii.gz,3,foreground,the_liver_to_liver,0.002480338094756007,0.0016271746717393398
val,CYST_PA62.nii.gz,0,context,liver_to_the_liver,0.0002988913911394775,9.158477041637525e-05
val,CYST_PA62.nii.gz,0,context,the_liver_to_liver,0.00029661631560884416,9.03756808838807e-05
val,CYST_PA62.nii.gz,1,context,liver_to_the_liver,0.002214150968939066,0.0015671069268137217
val,CYST_PA62.nii.gz,1,context,the_liver_to_liver,0.0021684784442186356,0.001463960506953299
val,CYST_PA62.nii.gz,2,foreground,liver_to_the_liver,0.0028513208962976933,0.0013317863922566175
val,CYST_PA62.nii.gz,2,foreground,the_liver_to_liver,0.0028143804520368576,0.0012585404329001904
val,CYST_PA62.nii.gz,3,context_fill,liver_to_the_liver,0.00017488856974523515,5.449548189062625e-05
val,CYST_PA62.nii.gz,3,context_fill,the_liver_to_liver,0.00017429741274099797,5.401333692134358e-05
val,HEM_PA29.nii.gz,0,context,liver_to_the_liver,0.0001702514273347333,3.3191387046827e-05
val,HEM_PA29.nii.gz,0,context,the_liver_to_liver,0.0001702082809060812,3.306103826616891e-05
val,HEM_PA29.nii.gz,1,context,liver_to_the_liver,0.00290897348895669,0.0011925898725166917
val,HEM_PA29.nii.gz,1,context,the_liver_to_liver,0.0029878304339945316,0.0012682899832725525
val,HEM_PA29.nii.gz,2,foreground,liver_to_the_liver,0.003150742268189788,0.0007444267976097763
val,HEM_PA29.nii.gz,2,foreground,the_liver_to_liver,0.0031420052982866764,0.0007240707636810839
val,HEM_PA29.nii.gz,3,foreground,liver_to_the_liver,0.0028567323461174965,0.0017486652359366417
val,HEM_PA29.nii.gz,3,foreground,the_liver_to_liver,0.0028011563699692488,0.0016355812549591064
val,HEP_PA28.nii.gz,0,context,liver_to_the_liver,0.002297647064551711,0.001406748779118061
val,HEP_PA28.nii.gz,0,context,the_liver_to_liver,0.00224622106179595,0.001319769537076354
val,HEP_PA28.nii.gz,1,context,liver_to_the_liver,0.0042199608869850636,0.002808842808008194
val,HEP_PA28.nii.gz,1,context,the_liver_to_liver,0.003931693732738495,0.0025493758730590343
val,HEP_PA28.nii.gz,2,foreground,liver_to_the_liver,0.0027172579430043697,0.0009063463076017797
val,HEP_PA28.nii.gz,2,foreground,the_liver_to_liver,0.002673354232683778,0.0008664173656143248
val,HEP_PA28.nii.gz,3,context_fill,liver_to_the_liver,0.002998974872753024,0.0013729138299822807
val,HEP_PA28.nii.gz,3,context_fill,the_liver_to_liver,0.00293424422852695,0.0012938107829540968
val,HEM_PA107.nii.gz,0,context,liver_to_the_liver,0.0002511247294023633,7.832612027414143e-05
val,HEM_PA107.nii.gz,0,context,the_liver_to_liver,0.00024961994495242834,7.739349530311301e-05
val,HEM_PA107.nii.gz,1,context,liver_to_the_liver,0.0031043568160384893,0.0021299333311617374
val,HEM_PA107.nii.gz,1,context,the_liver_to_liver,0.0030226134695112705,0.001970393117517233
val,HEM_PA107.nii.gz,2,foreground,liver_to_the_liver,0.0026606780011206865,0.0013505056267604232
val,HEM_PA107.nii.gz,2,foreground,the_liver_to_liver,0.0025971289724111557,0.0012688743881881237
val,HEM_PA107.nii.gz,3,context_fill,liver_to_the_liver,0.00020849233260378242,4.970978625351563e-05
val,HEM_PA107.nii.gz,3,context_fill,the_liver_to_liver,0.00020781069179065526,4.9311307520838454e-05
